,duracion_recorrido,nombre_estacion_origen,nombre_estacion_destino,MES,DIA
447543,346,PARQUE DEL BAJO,AZUCENA VILLAFLOR,February,22
447588,12452,Plaza Italia,Plaza Italia,February,21
447591,1756,Pacifico,Ecoparque,February,21
447599,1780,Congreso,MARCELO T. DE ALVEAR,February,21
447615,737,Plaza Italia,Godoy Cruz y Libertador,February,10
447616,864,Pacifico,,February,10
447617,1723,Pacifico,Ciudad Universitaria I,February,10
447623,1464,PARQUE DEL BAJO,JUANA MANSO I,February,10
447631,1823,Constitución,INSTITUTO LELOIR,February,10
447632,1046,Constitución,CORRIENTES,February,10
447633,411,Constitución,Pedro Echague,February,10
447677,1009,Constitución,RODRIGO BUENO,February,01
447701,1626,Plaza Italia,ALSINA,February,24
447712,752,Constitución,RODRIGO BUENO,February,24
447717,1274,Congreso,F.J.Santamaria de Oro,February,24
447752,337,Constitución,LIMA,February,17
447753,914,Constitución,RODRIGO BUENO,February,17
447780,908,Plaza Italia,Billinghurst,February,06
447788,1163,Pacifico,Fitz Roy,February,06
447841,807,PARQUE DEL BAJO,RODRIGO BUENO,February,16
447878,1517,Congreso,ARAOZ,February,05
447891,3732,Plaza Italia,PLAZA BOLIVIA,February,05
447900,1121,Plaza Italia,BARRANCAS DE BELGRANO,February,19
447901,732,Pacifico,MALBA,February,19
447912,2198,Constitución,Constitución,February,19
447940,2031,Constitución,INSTITUTO LELOIR,February,15
447964,1360,Pacifico,Ciudad Universitaria I,February,15
448005,1885,Constitución,Plaza De La Misericordia,February,14
448026,991,Constitución,CORRIENTES,February,27
448044,481,Plaza Italia,MALBA,February,27
448062,1492,Plaza Italia,ALSINA,February,28
448077,351,Constitución,LIMA,February,28
448078,723,Constitución,RODRIGO BUENO,February,28
448079,491,PARQUE DEL BAJO,AIME PAINÉ,February,28
448081,1463,Congreso,F.J.Santamaria de Oro,February,28
448083,1178,Pacifico,General Urquiza,February,28
448098,688,Pacifico,ARMENIA,February,28
448109,1418,PARQUE DEL BAJO,JULIETA LANTERI,February,02
448133,1227,Pacifico,Ciudad Universitaria I,February,02
448135,674,Congreso,SAAVEDRA,February,08
448136,724,Pacifico,Fitz Roy,February,08
448137,2052,Pacifico,HOSPITAL RAMOS MEJIA,February,08
448161,1152,Constitución,Suipacha,February,08
448162,1870,Constitución,Padilla,February,08
448163,985,Constitución,RODRIGO BUENO,February,08
448194,1164,Constitución,RODRIGO BUENO,February,07
448195,1327,Pacifico,VILLARROEL,February,07
448208,1423,Plaza Italia,Madero Office,February,07
448214,1371,Pacifico,Ciudad Universitaria I,February,07
448227,1746,Plaza Italia,ALSINA,February,23
448239,344,Constitución,LIMA,February,23
448358,2685,Pacifico,GÚZMAN,February,20
448361,2655,PARQUE DEL BAJO,Ministerio de Justicia y Seguridad,February,20
448393,1210,Pacifico,Acuña de Figueroa,February,11
448437,608,Pacifico,Acuña de Figueroa,February,26
448442,432,PARQUE DEL BAJO,PARQUE DEL BAJO,February,26
448498,562,Plaza Italia,General Urquiza,February,03
448500,1130,Pacifico,Acevedo,February,03
448523,1171,Constitución,Plazoleta Colombia,February,03
448566,373,Plaza Italia,General Urquiza,February,09
448646,1541,Constitución,ESTADOS UNIDOS Y BOEDO,February,22
448647,2615,Constitución,Usina del Arte,February,22
448695,1823,Congreso,Ecoparque,February,10
448697,1200,Pacifico,Acevedo,February,10
448768,516,Pacifico,Plaza Alemania,February,01
448781,1362,Plaza Italia,QUINTEROS LIDORO,February,01
448785,1411,Constitución,ESTADOS UNIDOS Y BOEDO,February,01
448787,1355,Plaza Italia,General Urquiza,February,01
448827,557,PARQUE DEL BAJO,9 de Julio,February,24
448829,675,Constitución,RODRIGO BUENO,February,24
449052,3060,Congreso,AZUCENA VILLAFLOR,February,19
449053,688,Pacifico,Acuña de Figueroa,February,19
449060,1932,PARQUE DEL BAJO,Plaza Almagro,February,19
449065,1654,Constitución,Parque Lezama,February,19
449115,472,Congreso,VIRREY CEVALLOS,February,15
449195,1049,Constitución,Legislatura,February,14
449200,1401,Congreso,SEC. DE INNOVACION Y TRANSFORMACIÓN,February,14
449218,924,Constitución,AZUCENA VILLAFLOR,February,27
449221,477,PARQUE DEL BAJO,9 de Julio,February,27
449222,2069,Congreso,HUMBERTO 1°,February,27
449233,307,Constitución,Constitución,February,27
449265,1822,Pacifico,De Los Ombues,February,27
449291,4130,PARQUE DEL BAJO,9 de Julio,February,28
449346,1197,Pacifico,Acevedo,February,02
449388,1002,PARQUE DEL BAJO,PARQUE DEL BAJO,February,08
449431,341,PARQUE DEL BAJO,JUANA MANSO I,February,07
449435,2997,PARQUE DEL BAJO,Ecoparque,February,07
449440,1018,Pacifico,Fitz Roy,February,07
449502,246,Congreso,Paraná,February,23
449522,456,Congreso,Jorgelina De Simone,February,23
449535,335,Pacifico,Matienzo Y Arce,February,23
449548,228,Pacifico,Pacifico,February,18
449555,920,Plaza Italia,HOSPITAL ALEMÁN,February,18
449560,13290,Constitución,Constitución,February,18
449640,1613,Constitución,JUAN MANUEL DE BLANES,February,20
449673,1500,Constitución,Ministerio de Justicia y Seguridad,February,11
449687,978,Constitución,INGENIERO BUTTY,February,12
449696,879,Constitución,Hospital Francés,February,12
449721,1324,Constitución,Ministerio de Justicia y Seguridad,February,25
449744,580,Constitución,Ministerio de Justicia y Seguridad,February,26
449767,3406,Congreso,Plaza De La Misericordia,February,26
449785,1966,Constitución,Acuña de Figueroa,February,03
449786,493,Plaza Italia,Plaza Palermo Viejo,February,03
449793,911,Plaza Italia,Malabia,February,03
449841,2288,Pacifico,Tronador,February,04
449850,718,Plaza Italia,Plaza Colegiales,February,09
449851,2250,Congreso,PARQUE DE LA ESTACIÓN,February,09
449855,1405,Pacifico,,February,09
449881,2245,PARQUE DEL BAJO,ARAOZ,February,09
449882,256,PARQUE DEL BAJO,PARQUE DEL BAJO,February,09
449890,1009,Constitución,Suipacha,February,09
449941,1092,Constitución,LARREA Y BARTOLOMÉ MITRE,February,22
449943,1871,Constitución,Constitución,February,22
449949,420,Plaza Italia,Godoy Cruz y Libertador,February,22
449950,289,Pacifico,Godoy Cruz y Libertador,February,22
449983,1376,Pacifico,FACULTAD DE DERECHO,February,21
449997,493,Pacifico,Plaza República de Ecuador,February,10
450025,2169,Constitución,ARAOZ,February,10
450026,1753,Constitución,Constitución,February,10
450062,949,Constitución,INGENIERO BUTTY,February,01
450087,2528,Constitución,Guatemala,February,01
450092,539,Pacifico,Plaza República de Ecuador,February,01
450121,976,Constitución,INGENIERO BUTTY,February,24
450124,3995,Pacifico,Plaza Palermo Viejo,February,24
450137,1589,Constitución,Ministerio de Justicia y Seguridad,February,24
450148,1156,Constitución,ESTADOS UNIDOS Y BOEDO,February,24
450156,288,Pacifico,Godoy Cruz y Libertador,February,24
450178,2287,Congreso,VALLE,February,17
450185,723,Constitución,Ministerio de Justicia y Seguridad,February,17
450189,1126,Constitución,Constitución,February,17
450207,1928,Pacifico,PLAZA FELIX LIMA,February,17
450209,2350,Plaza Italia,Plaza Italia,February,06
450218,1423,PARQUE DEL BAJO,RIOBAMBA,February,06
450232,720,Constitución,Ministerio de Justicia y Seguridad,February,06
450237,1199,Constitución,JUAN MANUEL DE BLANES,February,06
450252,1983,PARQUE DEL BAJO,Solar de la Abadía,February,06
450261,1521,Pacifico,PLAZA LUCIO DEMARE,February,06
450265,1996,Plaza Italia,POSADAS,February,16
450266,1154,Plaza Italia,COSTANERA NORTE,February,16
450267,593,Congreso,ONCE,February,16
450268,1210,Pacifico,Plaza Italia,February,16
450269,249,Pacifico,Godoy Cruz y Libertador,February,16
450270,604,Pacifico,Plaza República de Ecuador,February,16
450303,1206,Constitución,INGENIERO BUTTY,February,16
450304,2124,Constitución,ARAOZ,February,16
450336,1178,Constitución,INGENIERO BUTTY,February,05
450337,4565,Plaza Italia,CENTRO DE EXPOSICIONES,February,05
450366,1212,Plaza Italia,BARRANCAS DE BELGRANO,February,19
450367,562,Pacifico,Ministro Carranza,February,19
450408,1157,Constitución,INGENIERO BUTTY,February,15
450432,970,PARQUE DEL BAJO,RETIRO II,February,15
450441,562,Congreso,Jorgelina De Simone,February,15
450461,441,PARQUE DEL BAJO,Suipacha,February,14
450487,968,Constitución,LARREA Y BARTOLOMÉ MITRE,February,14
450495,2476,PARQUE DEL BAJO,F.J.Santamaria de Oro,February,14
450507,1610,Plaza Italia,De Los Ombues,February,14
450518,336,Plaza Italia,Pacifico,February,27
450550,262,Pacifico,Godoy Cruz y Libertador,February,27
450595,858,Constitución,FACULTAD DE INGENIERIA,February,28
450603,1338,Constitución,José Marmol,February,28
450612,1350,Pacifico,SAN MARTIN,February,28
450636,554,Plaza Italia,Plaza Palermo Viejo,February,02
450640,2229,Constitución,ARAOZ,February,02
450661,1302,PARQUE DEL BAJO,Rivadavia y 9 de Julio,February,02
450680,518,Plaza Italia,Plaza Palermo Viejo,February,08
450681,1161,Congreso,Congreso,February,08
450682,1780,Congreso,Billinghurst,February,08
450686,1312,Pacifico,,February,08
450723,913,Constitución,Ministerio de Justicia y Seguridad,February,08
450755,528,PARQUE DEL BAJO,Retiro I,February,07
450762,459,Plaza Italia,Plaza Palermo Viejo,February,07
450783,1399,PARQUE DEL BAJO,JULIETA LANTERI,February,07
450784,1948,Constitución,Humahuaca,February,07
450791,1819,Pacifico,AUSTRIA Y FRENCH,February,07
450820,1623,Pacifico,,February,07
450837,953,Constitución,INGENIERO BUTTY,February,23
450845,2506,Constitución,ARAOZ,February,23
450854,2009,Constitución,Ministerio de Justicia y Seguridad,February,23
450859,1936,Constitución,Constitución,February,23
450860,731,Constitución,CASA SAN,February,23
450871,265,Pacifico,Godoy Cruz y Libertador,February,23
450891,812,Plaza Italia,Plaza Colegiales,February,23
450904,686,Constitución,RODRIGO BUENO,February,18
450908,2912,Pacifico,,February,18
450927,3463,Congreso,Plazoleta Colombia,February,13
450987,592,Congreso,FACULTAD DE PSICOLOGIA,February,20
451006,2079,Congreso,OBELISCO,February,11
451012,390,PARQUE DEL BAJO,PARQUE DEL BAJO,February,11
451025,4694,Plaza Italia,Constitución,February,12
451026,2992,Plaza Italia,FACULTAD DE DERECHO,February,12
451050,1724,Pacifico,Plaza Vicente Lopez,February,26
451072,6793,Plaza Italia,De Los Ombues,February,26
451097,529,PARQUE DEL BAJO,RETIRO II,February,03
451136,2045,Plaza Italia,Plaza Italia,February,04
451143,784,Congreso,FACULTAD DE PSICOLOGIA,February,04
451144,357,Constitución,BRASIL,February,04
451160,411,Plaza Italia,Ecoparque,February,09
451175,808,PARQUE DEL BAJO,HOSPITAL ARGERICH,February,09
451308,702,Pacifico,Matienzo Y Arce,February,10
451309,315,Pacifico,Matienzo Y Arce,February,10
451329,501,PARQUE DEL BAJO,RODRIGO BUENO,February,10
451389,1542,Congreso,PLAZA 24 DE SEPTIEMBRE,February,01
451394,327,Pacifico,Godoy Cruz y Libertador,February,01
451397,669,Pacifico,Plaza República de Ecuador,February,01
451440,550,PARQUE DEL BAJO,Madero UCA,February,24
451479,532,PARQUE DEL BAJO,Madero UCA,February,17
451500,2523,Pacifico,Plaza Primero de Mayo,February,06
451508,4411,PARQUE DEL BAJO,HUMBERTO 1°,February,06
451553,545,Congreso,MEXICO,February,16
451554,853,Congreso,MEXICO,February,16
451556,284,Pacifico,Matienzo Y Arce,February,16
451571,558,PARQUE DEL BAJO,Madero UCA,February,16
451572,1158,PARQUE DEL BAJO,MALBA,February,16
451606,2849,Pacifico,Godoy Cruz y Libertador,February,05
451608,2582,Plaza Italia,Plaza República de Ecuador,February,05
451614,5230,Plaza Italia,BARRANCAS DE BELGRANO,February,19
451670,1245,Pacifico,Billinghurst,February,15
451810,635,Congreso,Jorgelina De Simone,February,27
451909,1267,Congreso,Pasco,February,02
451920,815,Congreso,FACULTAD DE PSICOLOGIA,February,02
451930,1646,Pacifico,SAN MARTIN,February,02
451957,348,PARQUE DEL BAJO,Madero UCA,February,08
452002,1238,Pacifico,Plaza Guemes,February,07
452024,669,Constitución,FACULTAD DE INGENIERIA,February,07
452051,835,Plaza Italia,Plaza Gurruchaga,February,07
452090,922,Plaza Italia,VILLARROEL,February,23
452121,4281,Plaza Italia,Coronel Diaz,February,18
452132,581,Plaza Italia,Hospital Rivadavia,February,13
452134,738,Congreso,PUEYRREDÓN,February,13
452135,1052,Congreso,PUEYRREDÓN,February,13
452203,551,Congreso,PUEYRREDÓN,February,20
452240,684,Congreso,MEXICO,February,12
452241,1006,Congreso,PUEYRREDÓN,February,12
452242,760,Congreso,PUEYRREDÓN,February,12
452277,916,Congreso,PUEYRREDÓN,February,26
452278,754,Congreso,PUEYRREDÓN,February,26
452283,1677,Pacifico,PLAZA 24 DE SEPTIEMBRE,February,26
452303,3559,Pacifico,COSTANERA NORTE,February,26
452330,679,Congreso,PUEYRREDÓN,February,03
452369,872,Congreso,PUEYRREDÓN,February,04
452386,1619,Plaza Italia,ROSETI,February,09
452387,819,Congreso,PUEYRREDÓN,February,09
452388,626,Congreso,PUEYRREDÓN,February,09
452389,3388,Pacifico,Pacifico,February,09
452410,997,Constitución,Buenos Aires,February,09
452472,1459,Congreso,PUEYRREDÓN,February,22
452475,421,Congreso,ONCE II,February,22
452478,835,Plaza Italia,BILLINGHURST Y MANSILLA,February,22
452515,1651,Pacifico,PLAZA SABATTINI,February,22
452524,856,Congreso,PUEYRREDÓN,February,21
452542,948,Congreso,PUEYRREDÓN,February,10
452543,219,Pacifico,Pacifico,February,10
452544,393,Pacifico,Plaza República de Ecuador,February,10
452565,719,PARQUE DEL BAJO,PARQUE DEL BAJO,February,10
452621,213,PARQUE DEL BAJO,MACACHA GUEMES,February,01
452629,1747,Constitución,AZOPARDO Y CHILE,February,01
452630,849,Congreso,PUEYRREDÓN,February,01
452631,860,Congreso,PUEYRREDÓN,February,01
452646,388,Plaza Italia,Godoy Cruz y Libertador,February,01
452688,345,PARQUE DEL BAJO,MACACHA GUEMES,February,24
452713,1445,Pacifico,,February,24
452719,294,Congreso,ALSINA,February,17
452732,1087,Constitución,MEXICO,February,17
452744,2412,Constitución,Coronel Diaz,February,17
452750,1952,Congreso,GAINZA,February,17
452828,827,Congreso,PUEYRREDÓN,February,16
452829,810,Congreso,PUEYRREDÓN,February,16
452839,288,PARQUE DEL BAJO,MACACHA GUEMES,February,16
452874,2110,Plaza Italia,Guayaquil,February,05
452878,686,Congreso,PUEYRREDÓN,February,05
452879,880,Congreso,PUEYRREDÓN,February,05
452888,2069,Pacifico,PARQUE DE LA MEMORIA,February,05
452894,888,Congreso,PUEYRREDÓN,February,19
452895,1330,Pacifico,Godoy Cruz y Libertador,February,19
452896,4989,Pacifico,BARRANCAS DE BELGRANO,February,19
452909,392,Constitución,Parque Lezama,February,19
452933,612,Congreso,Plaza Libertad,February,15
452948,855,Congreso,PUEYRREDÓN,February,15
452996,1025,Constitución,MEXICO,February,14
453004,790,Congreso,PUEYRREDÓN,February,14
453010,1017,Congreso,Jorgelina De Simone,February,14
453011,1018,PARQUE DEL BAJO,HOSPITAL ARGERICH,February,14
453034,4291,PARQUE DEL BAJO,Parque Chacabuco II,February,14
453074,814,Congreso,PUEYRREDÓN,February,27
453075,760,Congreso,PUEYRREDÓN,February,27
453110,600,Pacifico,ARMENIA,February,27
453122,1468,Plaza Italia,Plaza Italia,February,28
453143,731,Congreso,PUEYRREDÓN,February,28
453154,917,PARQUE DEL BAJO,HOSPITAL ARGERICH,February,28
453204,1218,Congreso,CORRIENTES,February,02
453208,603,Congreso,PUEYRREDÓN,February,02
453243,2031,Congreso,PUEYRREDÓN,February,08
453244,1328,Pacifico,RAVIGNANI Y GUATEMALA,February,08
453263,366,PARQUE DEL BAJO,JUANA MANSO I,February,08
453317,794,Congreso,PUEYRREDÓN,February,07
453321,766,Congreso,LARREA Y BARTOLOMÉ MITRE,February,07
453324,567,Plaza Italia,,February,07
453380,851,Congreso,PUEYRREDÓN,February,23
453381,1254,Congreso,JULIETA LANTERI,February,23
453384,547,Congreso,MINISTERIO DE EDUCACION,February,23
453395,1635,Pacifico,GAINZA,February,23
453411,2865,Pacifico,ONCE,February,18
453428,1020,Congreso,Congreso,February,13
453447,956,Constitución,PARQUE PATRICIOS II,February,13
453510,669,Pacifico,Plaza Gurruchaga,February,11
453530,497,Plaza Italia,Plaza Italia,February,25
453531,1144,Pacifico,Pacifico,February,25
453541,2326,Plaza Italia,General Urquiza,February,25
453548,4622,Pacifico,Reconquista,February,26
453555,5294,Plaza Italia,Plaza República de Ecuador,February,26
453571,263,Plaza Italia,Ecoparque,February,03
453576,1784,Constitución,HOSPITAL ITALIANO,February,03
453580,903,Constitución,Salcedo,February,03
453644,1138,Congreso,RODRIGO BUENO,February,09
453674,1582,Constitución,HOSPITAL ITALIANO,February,09
453675,777,Constitución,Salcedo,February,09
453676,1332,Constitución,Parque Chacabuco II,February,09
453709,1729,Plaza Italia,ONCE,February,22
453726,738,Constitución,Salcedo,February,22
453779,1923,Congreso,BRASIL,February,21
453790,1570,Plaza Italia,PARQUE DE LA ESTACIÓN,February,21
453814,1367,Constitución,Parque Chacabuco II,February,10
453854,1491,Constitución,HOSPITAL ITALIANO,February,01
453858,777,Constitución,Salcedo,February,01
453867,1016,Congreso,Hospital Francés,February,01
453877,1279,Congreso,Velasco,February,01
453882,1370,Congreso,CALIFORNIA,February,01
453883,2151,Pacifico,BOEDO Y VENEZUELA,February,01
453896,1271,Constitución,Parque Chacabuco II,February,01
453897,2524,Pacifico,Pacifico,February,24
453914,975,Constitución,Salcedo,February,24
453916,619,Constitución,CARLOS CALVO,February,24
453927,589,Constitución,BRASIL,February,24
453929,600,Constitución,Rivadavia y 9 de Julio,February,24
453960,663,Constitución,HOSPITAL GARRAHAN,February,17
453976,474,Plaza Italia,Guatemala,February,17
453977,2569,Pacifico,Godoy Cruz y Libertador,February,17
454012,419,Constitución,HOSPITAL GARRAHAN,February,06
454024,1852,Congreso,ONCE II,February,06
454030,612,Plaza Italia,,February,06
454041,1412,Pacifico,Godoy Cruz y Libertador,February,06
454062,1470,Constitución,Parque Chacabuco II,February,06
454066,565,Congreso,9 de Julio,February,16
454067,460,Congreso,MINISTERIO DE EDUCACION,February,16
454083,2299,Constitución,Plaza Guemes,February,16
454084,842,Constitución,PARQUE PATRICIOS II,February,16
454085,1288,Constitución,Salcedo,February,16
454086,690,Constitución,CARLOS CALVO,February,16
454087,919,Constitución,Rivadavia y 9 de Julio,February,16
454115,2008,Plaza Italia,25 De Mayo,February,05
454125,501,Congreso,ONCE II,February,05
454144,341,Plaza Italia,Godoy Cruz y Libertador,February,19
454145,1069,Pacifico,BARRANCAS DE BELGRANO,February,19
454176,641,Constitución,CARLOS CALVO,February,15
454241,1920,Constitución,Salcedo,February,14
454243,679,Constitución,CARLOS CALVO,February,14
454257,1568,Congreso,Humahuaca,February,14
454259,487,Congreso,MINISTERIO DE EDUCACION,February,14
454268,532,Plaza Italia,Guatemala,February,14
454274,638,Pacifico,PLAZA BOLIVIA,February,14
454295,3296,Plaza Italia,Ecoparque,February,27
454344,939,Constitución,Congreso,February,28
454359,729,Constitución,Salcedo,February,28
454366,1347,Constitución,PUEYRREDÓN,February,28
454373,774,Congreso,Constitución,February,28
454375,988,Congreso,Pedro Echague,February,28
